"NEVO-versie/NEVO-version"|"Voedingsmiddelgroep"|"Food group"|"NEVO-code"|"Voedingsmiddelnaam/Dutch food name"|"Engelse naam/Food name"|"Synoniem"|"Hoeveelheid/Quantity"|"Opmerking"|"Bevat sporen van/Contains traces of"|"Is verrijkt met/Is fortified with"|"ENERCJ (kJ)"|"ENERCC (kcal)"|"WATER (g)"|"PROT (g)"|"PROTPL (g)"|"PROTAN (g)"|"NT (g)"|"TRP (mg)"|"FAT (g)"|"FACID (g)"|"FASAT (g)"|"FAMSCIS (g)"|"FAPU (g)"|"FAPUN3 (g)"|"FAPUN6 (g)"|"FATRS (g)"|"CHO (g)"|"SUGAR (g)"|"NVSUGAF (g)"|"STARCH (g)"|"POLYL (g)"|"FIBT (g)"|"ALC (g)"|"OA (g)"|"ASH (g)"|"CHORL (mg)"|"NA (mg)"|"K (mg)"|"CA (mg)"|"P (mg)"|"MG (mg)"|"FE (mg)"|"HAEM (mg)"|"NHAEM (mg)"|"CU (mg)"|"SE (µg)"|"ZN (mg)"|"ID (µg)"|"VITA_RAE (µg)"|"VITA_RE (µg)"|"RETOL (µg)"|"CARTBTOT (µg)"|"CARTA (µg)"|"LUTN (µg)"|"ZEA (µg)"|"CRYPXB (µg)"|"LYCPN (µg)"|"VITD (µg)"|"CHOCALOH (µg)"|"CHOCAL (µg)"|"ERGCAL (µg)"|"VITE (mg)"|"TOCPHA (mg)"|"TOCPHB (mg)"|"TOCPHD (mg)"|"TOCPHG (mg)"|"VITK (µg)"|"VITK1 (µg)"|"VITK2 (µg)"|"THIA (mg)"|"RIBF (mg)"|"VITB6 (mg)"|"VITB12 (µg)"|"NIAEQ (mg)"|"NIA (mg)"|"FOL (µg)"|"FOLFD (µg)"|"FOLAC (µg)"|"VITC (mg)"|"F4:0 (g)"|"F6:0 (g)"|"F8:0 (g)"|"F10:0 (g)"|"F11:0 (g)"|"F12:0 (g)"|"F13:0 (g)"|"F14:0 (g)"|"F15:0 (g)"|"F16:0 (g)"|"F17:0 (g)"|"F18:0 (g)"|"F19:0 (g)"|"F20:0 (g)"|"F21:0 (g)"|"F22:0 (g)"|"F23:0 (g)"|"F24:0 (g)"|"F25:0 (g)"|"F26:0 (g)"|"FASATXR (g)"|"F10:1CIS (g)"|"F12:1CIS (g)"|"F14:1CIS (g)"|"F16:1CIS (g)"|"F18:1CIS (g)"|"F20:1CIS (g)"|"F22:1CIS (g)"|"F24:1CIS (g)"|"FAMSCXR (g)"|"F18:2CN6 (g)"|"F18:2CN9 (g)"|"F18:2CT (g)"|"F18:2TC (g)"|"F18:2R (g)"|"F18:3CN3 (g)"|"F18:3CN6 (g)"|"F18:4CN3 (g)"|"F20:2CN6 (g)"|"F20:3CN9 (g)"|"F20:3CN6 (g)"|"F20:3CN3 (g)"|"F20:4CN6 (g)"|"F20:4CN3 (g)"|"F20:5CN3 (g)"|"F21:5CN3 (g)"|"F22:2CN6 (g)"|"F22:2CN3 (g)"|"F22:3CN3 (g)"|"F22:4CN6 (g)"|"F22:5CN6 (g)"|"F22:5CN3 (g)"|"F22:6CN3 (g)"|"F24:2CN6 (g)"|"FAPUXR (g)"|"F10:1TRS (g)"|"F12:1TRS (g)"|"F14:1TRS (g)"|"F16:1TRS (g)"|"F18:1TRS (g)"|"F18:2TTN6 (g)"|"F18:3TTTN3 (g)"|"F20:1TRS (g)"|"F20:2TT (g)"|"F22:1TRS (g)"|"F24:1TRS (g)"|"FAMSTXR (g)"|"FAUN (g)"
NEVO-Online 2025 9.0|Melk en melkproducten|Milk and milk products|286|Melk halfvolle|Milk semi-skimmed||per 100g||||"190"|"45"|"89,4"|"3,4"|"0"|"3,4"||"47"|"1,4"|"1,4"|"0,9"|"0,3"|"0"|"0"|"0"|"0"|"4,7"|"4,7"|"0"|"0"|"0"|"0"|"0"|"0"|"0,7"|"6"|"42"|"160"|"123"|"104"|"12"|"0"|"0"|"0"|"0,01"|"1"|"0,41"|"14,9"|"15"|"16"|"15"|"8"|"0"|"1"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0,7"|"0,3"|"0,5"|"0,04"|"0,18"|"0,033"|"0,45"|"0,9"|"0,1"|"6,5"|"6,5"|"0"|"1"|"0,05"|"0,03"|"0,02"|"0,04"|"0"|"0,05"|"0"|"0,15"|"0,01"|"0,41"|"0,01"|"0,13"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0,03"|"0"|"0"|"0,02"|"0,02"|"0,27"|"0"|"0"|"0"|"0"|"0,02"|"0"|"0,01"|"0"|"0"|"0,01"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0,02"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0,03"
